cost/projected_total_usd,_step,cost/per_hour,cost/spent_usd,_runtime,cost/budget_pct_used,cost/hours_elapsed,_timestamp,train/global_step,train/entropy,train/mean_token_accuracy,train/num_tokens,train/loss,train/grad_norm,train/learning_rate,train/epoch,eval/loss,eval/entropy,eval/num_tokens,eval/steps_per_second,eval/samples_per_second,eval/mean_token_accuracy,eval/runtime
163.26201105972996,46,3.0,0.36832037806510926,451.61123647,8.163100552986498,0.12277345935503642,1778062769.9553735,40,,,,,,,,,,,,,,
163.2169674105678,47,3.0,0.37622351487477623,461.025787696,8.16084837052839,0.12540783829159208,1778062779.4391453,40,,,,,,,,,,,,,,
163.14926559237972,48,3.0,0.38406889398892724,470.299129209,8.157463279618986,0.12802296466297575,1778062788.8535948,40,,,,,,,,,,,,,,
163.0354294903424,49,3.0,0.39179676532745356,479.720342165,8.15177147451712,0.13059892177581786,1778062798.1270452,40,,,,,,,,,,,,,,
162.97633108441033,50,3.0,0.39964769760767616,479.721275949,8.148816554220517,0.13321589920255872,1778062807.548811,50,0.6771893545985221,0.5839241981506348,407052.0,3.6772815704345705,146.27215576171875,4.803921568627452e-07,0.0024521824423737125,,,,,,,
162.91913029598254,51,3.0,0.4074975794553757,499.323318029,8.145956514799128,0.13583252648512523,1778062816.9680197,50,,,,,,,,,,,,,,
163.1135355822551,52,3.0,0.415983513991038,509.036461348,8.155676779112756,0.138661171330346,1778062827.1511421,50,,,,,,,,,,,,,,
163.14990625996262,53,3.0,0.4240777357419332,518.72525763,8.157495312998131,0.14135924524731106,1778062836.8642237,50,,,,,,,,,,,,,,
163.17731487828271,54,3.0,0.4321517902612686,528.170367464,8.158865743914136,0.1440505967537562,1778062846.553072,50,,,,,,,,,,,,,,
163.1284554428404,55,3.0,0.44002280771732327,537.841679272,8.156422772142019,0.14667426923910776,1778062855.998299,50,,,,,,,,,,,,,,
163.14972773456856,56,3.0,0.44808164556821184,547.396876495,8.157486386728428,0.14936054852273728,1778062865.668933,50,,,,,,,,,,,,,,
163.13604227192917,57,3.0,0.456044845978419,556.804258086,8.156802113596457,0.152014948659473,1778062875.2247465,50,,,,,,,,,,,,,,
163.07934201698882,58,3.0,0.4638843470811844,566.574994302,8.15396710084944,0.15462811569372814,1778062884.6321504,50,,,,,,,,,,,,,,
163.12919100927095,59,3.0,0.4720265948772431,576.212543416,8.156459550463548,0.15734219829241436,1778062894.4028454,50,,,,,,,,,,,,,,
163.13967592855295,60,3.0,0.48005789875984195,576.212988033,8.156983796427648,0.16001929958661398,1778062904.0409482,60,0.7274984009563923,0.5727416075766086,488638.0,3.631565475463867,6.001521587371826,5.784313725490197e-07,0.0029426189308484553,,,,,,,
163.1441044567713,61,3.0,0.48807211240132653,595.884678689,8.157205222838565,0.1626907041337755,1778062913.657463,60,,,,,,,,,,,,,,
163.26843351116105,62,3.0,0.49645134270191194,605.793582511,8.163421675558054,0.1654837809006373,1778062923.7125483,60,,,,,,,,,,,,,,
163.34940108401435,63,3.0,0.5047087919712067,615.433753747,8.167470054200718,0.16823626399040223,1778062933.6214797,60,,,,,,,,,,,,,,
163.3564709461915,64,3.0,0.5127422334750493,625.593996576,8.167823547309576,0.17091407782501644,1778062943.2616081,60,,,,,,,,,,,,,,
163.49929823563647,65,3.0,0.5212091410160065,634.989063529,8.174964911781824,0.1737363803386688,1778062953.421896,60,,,,,,,,,,,,,,
163.44078445326198,66,3.0,0.5290383410453796,643.88066098,8.172039222663098,0.1763461136817932,1778062962.8169384,60,,,,,,,,,,,,,,
163.25634172680367,67,3.0,0.5364480086167653,653.569940951,8.162817086340183,0.1788160028722551,1778062971.7085416,60,,,,,,,,,,,,,,
163.27665464524546,68,3.0,0.5445224382479985,663.032690683,8.163832732262273,0.1815074794159995,1778062981.3978498,60,,,,,,,,,,,,,,
163.24059080308763,69,3.0,0.5524080806970596,672.791477415,8.162029540154382,0.18413602689901987,1778062990.8606184,60,,,,,,,,,,,,,,
163.27741871371157,70,3.0,0.5605404271682104,672.792400044,8.163870935685578,0.18684680905607012,1778063000.6203737,70,0.7098926909267902,0.5924364842474461,570160.0,3.4424106597900392,8.243213653564453,6.764705882352941e-07,0.0034330554193231977,,,,,,,
163.4009671146881,71,3.0,0.5689783553282419,691.942374721,8.170048355734405,0.18965945177608065,1778063010.7449548,70,,,,,,,,,,,,,,
163.2614282451294,72,3.0,0.5764994033177693,700.951856789,8.16307141225647,0.19216646777258978,1778063019.7702117,70,,,,,,,,,,,,,,
163.1220715586998,73,3.0,0.584007416566213,710.449079348,8.156103577934989,0.19466913885540432,1778063028.7798533,70,,,,,,,,,,,,,,
163.09843274164305,74,3.0,0.5919217274586359,720.206873862,8.154921637082152,0.19730724248621198,1778063038.2769966,70,,,,,,,,,,,,,,
163.13447484604518,75,3.0,0.600053242444992,730.090928239,8.156723742302258,0.200017747481664,1778063048.034814,70,,,,,,,,,,,,,,
163.1977929031378,76,3.0,0.6082899588346481,739.903943977,8.159889645156891,0.20276331961154936,1778063057.9189095,70,,,,,,,,,,,,,,
163.24378225782735,77,3.0,0.6164674464861553,749.796389424,8.162189112891367,0.2054891488287184,1778063067.7318602,70,,,,,,,,,,,,,,
163.3058788255239,78,3.0,0.6247110617160797,759.49871332,8.165293941276195,0.20823702057202656,1778063077.6242044,70,,,,,,,,,,,,,,
163.32556415293288,79,3.0,0.6327964476744334,769.145319739,8.166278207646645,0.21093214922481113,1778063087.326693,70,,,,,,,,,,,,,,
163.33288733656207,80,3.0,0.6408352617422739,769.146425359,8.166644366828104,0.21361175391409132,1778063096.974361,80,0.7077652215957642,0.5846142798662186,651503.0,3.5814159393310545,95.79069519042969,7.745098039215687e-07,0.00392349190779794,,,,,,,
163.30413634759898,81,3.0,0.6487314881881078,788.534995044,8.165206817379948,0.21624382939603592,1778063106.4487133,80,,,,,,,,,,,,,,
163.3669313426667,82,3.0,0.6569930539528529,798.181623577,8.168346567133336,0.21899768465095096,1778063116.3625953,80,,,,,,,,,,,,,,
163.3735532249552,83,3.0,0.6650321195522944,807.842515481,8.16867766124776,0.22167737318409814,1778063126.0094764,80,,,,,,,,,,,,,,
163.38285569331003,84,3.0,0.6730828777949016,817.700337461,8.169142784665501,0.22436095926496719,1778063135.6703825,80,,,,,,,,,,,,,,
163.43130147945647,85,3.0,0.6812977256377538,827.315411937,8.171565073972824,0.22709924187925126,1778063145.5282009,80,,,,,,,,,,,,,,
163.43065506335378,86,3.0,0.6893102665742239,836.645870146,8.17153275316769,0.22977008885807462,1778063155.1432455,80,,,,,,,,,,,,,,
163.37445384462674,87,3.0,0.6970857030153275,846.562767446,8.168722692231338,0.23236190100510914,1778063164.4737678,80,,,,,,,,,,,,,,
163.43273228190162,88,3.0,0.705349702835083,856.073542768,8.171636614095082,0.23511656761169433,1778063174.3905773,80,,,,,,,,,,,,,,
163.41219762199827,89,3.0,0.7132754089434942,865.719169724,8.170609881099914,0.2377584696478314,1778063183.9014235,80,,,,,,,,,,,,,,
163.41757541232639,90,3.0,0.7213134765625,865.720451476,8.17087877061632,0.24043782552083334,1778063193.5483708,90,0.7794249974191189,0.5512909688055515,732739.0,3.810481643676758,6.629175186157227,8.725490196078432e-07,0.004413928396272682,,,,,,,
163.50816407363055,91,3.0,0.7297323654095331,885.73091402,8.175408203681528,0.24324412180317773,1778063203.6497662,90,,,,,,,,,,,,,,
163.56103083752637,92,3.0,0.7379899380604427,894.673545887,8.178051541876318,0.24599664602014754,1778063213.558848,90,,,,,,,,,,,,,,
163.4361756702905,93,3.0,0.7454420959949494,904.259484649,8.171808783514525,0.24848069866498312,1778063222.5014384,90,,,,,,,,,,,,,,
163.4302713777368,94,3.0,0.7534303830067317,913.512322639,8.17151356888684,0.2511434610022439,1778063232.0873806,90,,,,,,,,,,,,,,
163.36491049337803,95,3.0,0.761141073902448,922.509095381,8.168245524668901,0.253713691300816,1778063241.340212,90,,,,,,,,,,,,,,
163.25559460526955,96,3.0,0.7686384052038193,931.91083119,8.162779730263477,0.2562128017346064,1778063250.3370154,90,,,,,,,,,,,,,,
163.21947765325763,97,3.0,0.7764732384681702,941.639243148,8.160973882662882,0.2588244128227234,1778063259.7388537,90,,,,,,,,,,,,,,
163.24071859338252,98,3.0,0.784580207069715,951.515473992,8.162035929669125,0.261526735689905,1778063269.4672084,90,,,,,,,,,,,,,,
163.2868942559769,99,3.0,0.7928103252251943,960.940947878,8.164344712798846,0.2642701084083981,1778063279.3433225,90,,,,,,,,,,,,,,
163.25558881721892,100,3.0,0.8006649770339329,960.941965577,8.162779440860946,0.26688832567797766,1778063288.7699063,100,0.7517096228897572,0.5661695800721646,814109.0,3.701339340209961,5.51389741897583,9.705882352941176e-07,0.004904364884747425,,,,,,,
,101,,,4351.227101722,,,1778066679.0549314,100,,,,,,,0.004904364884747425,4.045430660247803,0.8071837752457434,814109.0,0.22,0.878,0.5373080930453819,3390.2825
728.0304812301413,102,3.0,3.6419376697142916,4380.386424084,36.40152406150707,1.2139792232380973,1778066698.2961307,100,,,,,,,,,,,,,,
722.5983919968304,103,3.0,3.6502027648687365,4389.831991148,36.12991959984152,1.2167342549562454,1778066708.2142482,100,,,,,,,,,,,,,,
717.1935673917143,104,3.0,3.6580741053819654,4399.709359596,35.859678369585716,1.2193580351273219,1778066717.659856,100,,,,,,,,,,,,,,
711.9615708701006,105,3.0,3.666305293838183,4409.685377514,35.598078543505025,1.2221017646127277,1778066727.5372815,100,,,,,,,,,,,,,,
706.8440876479419,106,3.0,3.6746186017990112,4419.349063839,35.3422043823971,1.2248728672663372,1778066737.513251,100,,,,,,,,,,,,,,
701.772674694481,107,3.0,3.6826717112461727,4429.013798951,35.08863373472405,1.2275572370820576,1778066747.1769848,100,,,,,,,,,,,,,,
696.7953418042006,108,3.0,3.6907256946961087,4438.45264639,34.83976709021003,1.2302418982320362,1778066756.8417592,100,,,,,,,,,,,,,,
691.8741131542108,109,3.0,3.698591384689013,4447.883875502,34.59370565771054,1.2328637948963377,1778066766.280585,100,,,,,,,,,,,,,,
687.0411853460109,110,3.0,3.7064507301648457,4447.884410288,34.35205926730055,1.2354835767216152,1778066775.7123315,110,0.7908605925738812,0.5634191490709781,895339.0,3.611100769042969,4387.71533203125,1.0686274509803922e-06,0.005394801373222168,,,,,,,
682.3314137534874,111,3.0,3.7145064701636636,4467.197936156,34.11657068767437,1.2381688233878878,1778066785.3786957,110,,,,,,,,,,,,,,
677.7027550940179,112,3.0,3.722545785705248,4477.086253328,33.8851377547009,1.2408485952350827,1778066795.025903,110,,,,,,,,,,,,,,
673.1922846942173,113,3.0,3.7307860799630483,4486.479662981,33.65961423471086,1.2435953599876828,1778066804.9142523,110,,,,,,,,,,,,,,
668.6871720557673,114,3.0,3.738613909482956,4496.139297877,33.434358602788365,1.2462046364943187,1778066814.3076172,110,,,,,,,,,,,,,,
664.2997324901733,115,3.0,3.746663523117701,4505.52473612,33.21498662450866,1.2488878410392337,1778066823.9671562,110,,,,,,,,,,,,,,
659.9478005464392,116,3.0,3.754484789768855,4514.918189434,32.99739002732196,1.2514949299229516,1778066833.3526702,110,,,,,,,,,,,,,,
655.6714042320042,117,3.0,3.7623126186927163,4524.223687736,32.78357021160021,1.2541042062309053,1778066842.746076,110,,,,,,,,,,,,,,
651.4548344109186,118,3.0,3.770067212382952,4533.875810715,32.57274172054593,1.2566890707943175,1778066852.051585,110,,,,,,,,,,,,,,
647.3586273230592,119,3.0,3.7781106744209927,4543.281373546,32.36793136615296,1.2593702248069976,1778066861.703744,110,,,,,,,,,,,,,,
643.2957715116772,120,3.0,3.7859486307700476,4543.282147803,32.16478857558386,1.2619828769233492,1778066871.110058,120,0.8472262889146804,0.560352598875761,976560.0,3.4901809692382812,6.214400768280029,1.1666666666666668e-06,0.005885237861696911,,,,,,,
639.2846901467681,121,3.0,3.7936953167120615,4562.094598538,31.964234507338404,1.2645651055706872,1778066880.4053087,120,,,,,,,,,,,,,,
635.3701702609903,122,3.0,3.801626325249672,4571.439366814,31.768508513049518,1.267208775083224,1778066889.9225235,120,,,,,,,,,,,,,,
631.4954784243735,123,3.0,3.8094136265913647,4580.89615119,31.57477392121867,1.2698045421971216,1778066899.267286,120,,,,,,,,,,,,,,
627.6986305938292,124,3.0,3.817294271389643,4590.105006001,31.38493152969146,1.2724314237965477,1778066908.7240555,120,,,,,,,,,,,,,,
623.9288178605715,125,3.0,3.824968231121699,4599.68934256,31.196440893028576,1.2749894103738997,1778066917.9328105,120,,,,,,,,,,,,,,
620.2695095128327,126,3.0,3.832955281933149,4609.797677296,31.013475475641634,1.277651760644383,1778066927.5172634,120,,,,,,,,,,,,,,
616.7379256787575,127,3.0,3.8413789387543997,4619.372683524,30.836896283937875,1.2804596462514666,1778066937.6256828,120,,,,,,,,,,,,,,
613.1907084421255,128,3.0,3.8493580520153046,4628.571579463,30.659535422106273,1.2831193506717682,1778066947.2005901,120,,,,,,,,,,,,,,
609.6489461300139,129,3.0,3.8570237396160767,4638.050414962,30.482447306500692,1.2856745798720255,1778066956.399423,120,,,,,,,,,,,,,,
606.1982656629115,130,3.0,3.8649227335055665,4638.051035513,30.309913283145573,1.288307577835189,1778066965.8790271,130,0.8419779859483242,0.5942375183105468,1057934.0,3.0237483978271484,6.57125997543335,1.2647058823529412e-06,0.0063756743501716525,,,,,,,
602.7831456919359,131,3.0,3.8727117256323496,4656.923754953,30.139157284596795,1.2909039085441165,1778066975.2249987,130,,,,,,,,,,,,,,
599.4429265233452,132,3.0,3.88065062781175,4666.249387425,29.972146326167262,1.2935502092705833,1778066984.7516785,130,,,,,,,,,,,,,,
596.1272332933014,133,3.0,3.888421874841054,4676.118948888,29.80636166466507,1.296140624947018,1778066994.0771809,130,,,,,,,,,,,,,,
592.9300268816712,134,3.0,3.8966465719540917,4685.548723182,29.64650134408356,1.298882190651364,1778067003.9468193,130,,,,,,,,,,,,,,
589.7248360351427,135,3.0,3.9045047996441524,4695.232213596,29.486241801757135,1.3015015998813841,1778067013.3766928,130,,,,,,,,,,,,,,
586.5984543982674,136,3.0,3.912574291229248,4704.45096509,29.32992271991337,1.3041914304097493,1778067023.06008,130,,,,,,,,,,,,,,
583.4600890159028,137,3.0,3.9202566059430444,4714.148980127,29.17300445079514,1.3067522019810147,1778067032.278852,130,,,,,,,,,,,,,,
580.4262166984128,138,3.0,3.928338298400243,4723.971664891,29.021310834920637,1.3094460994667476,1778067041.976886,130,,,,,,,,,,,,,,
577.4512316510118,139,3.0,3.9365238449970885,4733.73333322,28.87256158255059,1.3121746149990294,1778067051.7995477,130,,,,,,,,,,,,,,
574.5113486232927,140,3.0,3.9446585977077486,4733.734267383,28.725567431164635,1.3148861992359162,1778067061.5619285,140,0.9471018016338348,0.5783868573606015,1138943.0,3.020429992675781,23.404659271240234,1.3627450980392157e-06,0.006866110838646395,,,,,,,
571.5676484977522,141,3.0,3.9524785894155503,4752.271972324,28.57838242488761,1.3174928631385168,1778067070.9452298,140,,,,,,,,,,,,,,
568.6379642499725,142,3.0,3.9601074508825937,4761.841284844,28.431898212498623,1.3200358169608646,1778067080.0998697,140,,,,,,,,,,,,,,
565.7985344952359,143,3.0,3.968081924120585,4771.238446142,28.2899267247618,1.3226939747068618,1778067089.6692333,140,,,,,,,,,,,,,,
562.978213093292,144,3.0,3.9759128340085352,4780.683237087,28.1489106546646,1.325304278002845,1778067099.0663307,140,,,,,,,,,,,,,,
560.2023858884422,145,3.0,3.983783519069354,4789.92130213,28.01011929442211,1.3279278396897847,1778067108.5111463,140,,,,,,,,,,,,,,
557.4405156232996,146,3.0,3.9914818676312764,4799.319188692,27.87202578116498,1.330493955877092,1778067117.7491696,140,,,,,,,,,,,,,,
554.7347019450465,147,3.0,3.9993134470780687,4809.472609018,27.736735097252325,1.3331044823593563,1778067127.147061,140,,,,,,,,,,,,,,
552.1521491746912,148,3.0,4.007774304946263,4818.954018993,27.60760745873456,1.3359247683154212,1778067137.300123,140,,,,,,,,,,,,,,
549.5277077104954,149,3.0,4.01567574540774,4828.763546282,27.476385385524768,1.33855858180258,1778067146.7818189,140,,,,,,,,,,,,,,
546.975393365317,150,3.0,4.023850368062655,4828.764020878,27.34876966826585,1.341283456020885,1778067156.591898,150,0.950993100553751,0.5991134323179722,1220379.0,2.8015415191650392,4.917545795440674,1.4607843137254903e-06,0.007356547327121138,,,,,,,
544.399633121109,151,3.0,4.031601010362308,4847.723268514,27.21998165605545,1.3438670034541025,1778067165.892139,150,,,,,,,,,,,,,,
541.8978069110659,152,3.0,4.039650154511134,4856.847736766,27.094890345553296,1.3465500515037112,1778067175.5511117,150,,,,,,,,,,,,,,
539.369328969665,153,3.0,4.047253915270169,4865.875643536,26.968466448483255,1.3490846384233899,1778067184.6756253,150,,,,,,,,,,,,,,
536.8630393538381,154,3.0,4.054777246713638,4874.815113698,26.843151967691906,1.3515924155712127,1778067193.703652,150,,,,,,,,,,,,,,
534.3793702480614,155,3.0,4.062226698795954,4884.456374771,26.71896851240307,1.354075566265318,1778067202.642969,150,,,,,,,,,,,,,,
532.0040004014842,156,3.0,4.070261111458143,4893.859024685,26.600200020074208,1.3567537038193809,1778067212.28426,150,,,,,,,,,,,,,,
529.6330651022067,157,3.0,4.0780966758728034,4904.032476644,26.481653255110338,1.3593655586242677,1778067221.6869385,150,,,,,,,,,,,,,,
527.3750139476251,158,3.0,4.086574409206708,4914.152485068,26.368750697381255,1.3621914697355695,1778067231.8602185,150,,,,,,,,,,,,,,
525.1396920020601,159,3.0,4.0950078974167505,4923.812444804,26.256984600103006,1.3650026324722502,1778067241.9804034,150,,,,,,,,,,,,,,
522.8833667261401,160,3.0,4.103057316144307,4923.813428181,26.144168336307008,1.3676857720481024,1778067251.6410568,160,1.0462252110242845,0.5986750572919846,1301879.0,2.6520620346069337,6.9002580642700195,1.5588235294117649e-06,0.00784698381559588,,,,,,,
520.6317787341696,161,3.0,4.110922823746999,4942.967145597,26.03158893670848,1.3703076079156664,1778067261.0783176,160,,,,,,,,,,,,,,
518.4371586044384,162,3.0,4.1190200928847,4952.21588089,25.921857930221922,1.3730066976282331,1778067270.7950377,160,,,,,,,,,,,,,,
516.2206774141159,163,3.0,4.126727337837219,4961.91607035,25.811033870705796,1.375575779279073,1778067280.0437522,160,,,,,,,,,,,,,,
514.0780123537512,164,3.0,4.134810888965925,4971.1064779,25.70390061768756,1.3782702963219748,1778067289.7439885,160,,,,,,,,,,,,,,
511.90875895567615,165,3.0,4.142469113667806,4980.312607321,25.595437947783807,1.3808230378892687,1778067298.93395,160,,,,,,,,,,,,,,
509.7673708263769,166,3.0,4.150141420165697,4989.737085597,25.488368541318845,1.383380473388566,1778067308.1406357,160,,,,,,,,,,,,,,
507.67376437895075,167,3.0,4.157995029489199,4999.429787897,25.383688218947537,1.3859983431630665,1778067317.564964,160,,,,,,,,,,,,,,
505.6322293979426,168,3.0,4.166072316765785,5008.028710791,25.28161146989713,1.3886907722552617,1778067327.2577066,160,,,,,,,,,,,,,,
503.50487780358185,169,3.0,4.173238074978192,5016.779117526,25.175243890179093,1.391079358326064,1778067335.8566139,160,,,,,,,,,,,,,,
501.41768894072845,170,3.0,4.180530020594597,5016.780078704,25.070884447036423,1.3935100068648656,1778067344.6079686,170,1.1392961978912353,0.6088897682726383,1383133.0,2.506558418273926,4.790719985961914,1.6568627450980392e-06,0.008337420304070623,,,,,,,
499.4004181653668,171,3.0,4.1882036050160725,5035.408424198,24.97002090826834,1.396067868338691,1778067353.8152568,170,,,,,,,,,,,,,,
497.4276086362988,172,3.0,4.196054373979568,5044.567099982,24.87138043181494,1.3986847913265228,1778067363.236175,170,,,,,,,,,,,,,,
495.45187209432294,173,3.0,4.203686800996462,5054.323469638,24.77259360471615,1.4012289336654875,1778067372.3951166,170,,,,,,,,,,,,,,
493.5571760242013,174,3.0,4.211816999912262,5063.997131479,24.677858801210064,1.4039389999707539,1778067382.1513255,170,,,,,,,,,,,,,,
491.6761227588767,175,3.0,4.219878444472949,5073.423408234,24.583806137943835,1.4066261481576496,1778067391.8250577,170,,,,,,,,,,,,,,
489.79255731732337,176,3.0,4.227733697295189,5083.139148689,24.48962786586617,1.409244565765063,1778067401.2513962,170,,,,,,,,,,,,,,
487.9580580185924,177,3.0,4.235830126007398,5092.581814018,24.397902900929623,1.4119433753357993,1778067410.9670727,170,,,,,,,,,,,,,,
486.1180983465262,178,3.0,4.243698945840199,5102.060118038,24.305904917326313,1.4145663152800665,1778067420.409659,170,,,,,,,,,,,,,,
484.3020945582088,179,3.0,4.2515975932280226,5111.707988733,24.21510472791044,1.417199197742674,1778067429.8880363,170,,,,,,,,,,,,,,
