profiling/Time taken: GRPOTrainer.transformers.generate,_step,_runtime,_timestamp,train/global_step,profiling/Time taken: GRPOTrainer._get_per_token_logps_and_entropies,reward/synthesizability,reward/boltz2_pose_conf,reward/non_finite_zeroed,reward/crashes_total,reward/structural_alerts,reward/spectrum_breadth,reward/predicted_mic,profiling/Time taken: GRPOTrainer.reward_callable,reward/embedding_novelty,reward/resistance_robustness,reward/hemolysis_safety,reward/validity,reward/pareto_entry,reward/drug_likeness_qed,reward/novelty,profiling/Time taken: GRPOTrainer._calculate_rewards,profiling/Time taken: GRPOTrainer._prepare_inputs,profiling/Time taken: GRPOTrainer.compute_loss,train/entropy,train/clip_ratio/region_mean,train/completions/mean_terminated_length,train/rewards/reward_callable/std,train/clip_ratio/high_max,train/step_time,train/reward,train/num_tokens,train/kl,train/completions/min_terminated_length,train/loss,train/grad_norm,train/completions/min_length,train/clip_ratio/low_min,train/learning_rate,train/clip_ratio/low_mean,train/completions/mean_length,train/epoch,train/rewards/reward_callable/mean,train/frac_reward_zero_std,train/completions/max_terminated_length,train/completions/clipped_ratio,train/clip_ratio/high_mean,train/reward_std,train/completions/max_length
,2898,9741.997101867,1778120173.0880196,55,,,,,,,,,,,,,,,,,,,0.47979330200178083,,,,,,,,,,,,,,,,,,,,,,,,,
,2899,9743.027809757,1778120174.118848,55,,,,,,,,,,,,,,,,,,4.1009916458278894e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2900,9743.369464918,1778120174.4604588,55,0.34123535999970045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2901,9743.50965209,1778120174.6007144,55,,,,,,,,,,,,,,,,,,,0.4816860650025774,,,,,,,,,,,,,,,,,,,,,,,,,
,2902,9744.540520077,1778120175.6314974,55,,,,,,,,,,,,,,,,,,3.7270074244588614e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2903,9744.90002576,1778120175.991132,55,0.359291385000688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2904,9745.065572393,1778120176.156694,55,,,,,,,,,,,,,,,,,,,0.5250355930038495,,,,,,,,,,,,,,,,,,,,,,,,,
,2905,9746.153452286,1778120177.2446065,55,,,,,,,,,,,,,,,,,,4.1199964471161366e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2906,9746.660725399,1778120177.75178,55,0.506717138006934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2907,9746.685855901,1778120177.776848,55,,,,,,,,,,,,,,,,,,,0.532070757006295,,,,,,,,,,,,,,,,,,,,,,,,,
,2908,9747.782845922,1778120178.8738942,55,,,,,,,,,,,,,,,,,,3.881010343320668e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2909,9748.162967225,1778120179.2542067,55,0.37989994400413707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2910,9748.312143309,1778120179.4030447,55,,,,,,,,,,,,,,,,,,,0.5290006319992244,,,,,,,,,,,,,,,,,,,,,,,,,
,2911,9749.407383863,1778120180.498357,55,,,,,,,,,,,,,,,,,,4.564994014799595e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2912,9749.737900537,1778120180.8291416,55,0.3302843400015263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2913,9749.888107575,1778120180.9789882,55,,,,,,,,,,,,,,,,,,,0.4804218190110987,,,,,,,,,,,,,,,,,,,,,,,,,
,2914,9750.919304448,1778120182.0103753,55,,,,,,,,,,,,,,,,,,4.01500437874347e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2915,9751.297995156,1778120182.3890438,55,0.37810169799195137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2916,9751.444968651,1778120182.5360377,55,,,,,,,,,,,,,,,,,,,0.5254625789966667,,,,,,,,,,,,,,,,,,,,,,,,,
,2917,9752.533554324,1778120183.6244915,55,,,,,,,,,,,,,,,,,,3.5270059015601873e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2918,9752.862939597,1778120183.953998,55,0.32913489900238346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2919,9753.01494947,1778120184.1060042,55,,,,,,,,,,,,,,,,,,,0.48130406500422396,,,,,,,,,,,,,,,,,,,,,,,,,
,2920,9754.047897968,1778120185.1390135,55,,,,,,,,,,,,,,,,,,3.841007128357887e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2921,9754.427721122,1778120185.5188656,55,0.37939406899386086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2922,9754.57908569,1778120185.6701984,55,,,,,,,,,,,,,,,,,,,0.5310127549892059,,,,,,,,,,,,,,,,,,,,,,,,,
141.8191132780048,2923,9897.534719377,1778120328.6257749,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2924,9905.67643286,1778120336.757331,55,8.086486127998796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2925,9906.309581883,1778120337.397999,55,,0.08353462488183849,0.0,0.0,0.0,0.1875,0.0,0.05338414733773036,0.4769407730054809,0.001140221995731772,0.0,0.15000000000000002,0.1875,0.0,0.07933431673202476,0.13015873015873014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2926,9906.310151405,1778120337.401132,55,,,,,,,,,,,,,,,,,0.48016854899469763,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2927,9906.312223577,1778120337.4034355,55,,,,,,,,,,,,,,,,,,150.59925088399905,,,,,,,,,,,,,,,,,,,,,,,,,,
,2928,9906.683905823,1778120337.7750258,55,0.37128632099484093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2929,9906.85938303,1778120337.950476,55,,,,,,,,,,,,,,,,,,,0.5468520930007799,,,,,,,,,,,,,,,,,,,,,,,,,
,2930,9907.999176056,1778120339.0901246,55,,,,,,,,,,,,,,,,,,4.269997589290142e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2931,9908.368895996,1778120339.4599736,55,0.36947420200158376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2932,9908.546548604,1778120339.637634,55,,,,,,,,,,,,,,,,,,,0.547359175994643,,,,,,,,,,,,,,,,,,,,,,,,,
,2933,9909.687491875,1778120340.7784593,55,,,,,,,,,,,,,,,,,,4.393004928715527e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2934,9910.044621906,1778120341.1357217,55,0.3570331310038455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2935,9910.186379207,1778120341.2772713,55,,,,,,,,,,,,,,,,,,,0.4986484210094204,,,,,,,,,,,,,,,,,,,,,,,,,
,2936,9911.264485638,1778120342.355634,55,,,,,,,,,,,,,,,,,,3.959998139180243e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2937,9911.798090804,1778120342.8891294,55,0.5330364550027298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2938,9911.848122708,1778120342.939222,55,,,,,,,,,,,,,,,,,,,0.5834319479909027,,,,,,,,,,,,,,,,,,,,,,,,,
,2939,9912.987829135,1778120344.0788107,55,,,,,,,,,,,,,,,,,,4.321002052165568e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2940,9913.325763308,1778120344.4168375,55,0.3374906560056843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2941,9913.486319922,1778120344.5774376,55,,,,,,,,,,,,,,,,,,,0.49842574399372097,,,,,,,,,,,,,,,,,,,,,,,,,
,2942,9914.562656691,1778120345.6538398,55,,,,,,,,,,,,,,,,,,4.442990757524967e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2943,9914.892926288,1778120345.9840143,55,0.3297228759911377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2944,9915.057677086,1778120346.1488857,55,,,,,,,,,,,,,,,,,,,0.49489293100486975,,,,,,,,,,,,,,,,,,,,,,,,,
,2945,9916.131092952,1778120347.2220728,55,,,,,,,,,,,,,,,,,,3.8860016502439976e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2946,9916.520538062,1778120347.6116037,55,0.3890670319960918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2947,9916.677363174,1778120347.7684093,55,,,,,,,,,,,,,,,,,,,0.5461126260051969,,,,,,,,,,,,,,,,,,,,,,,,,
,2948,9917.821168806,1778120348.9122286,55,,,,,,,,,,,,,,,,,,3.7449935916811228e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2949,9918.164706403,1778120349.255814,55,0.343025617999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2950,9918.320411369,1778120349.4115245,55,,,,,,,,,,,,,,,,,,,0.4991249529994093,,,,,,,,,,,,,,,,,,,,,,,,,
,2951,9919.40030301,1778120350.491379,55,,,,,,,,,,,,,,,,,,4.1430030250921845e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2952,9919.768217369,1778120350.8593202,55,0.36747003300115466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2953,9919.94783109,1778120351.0389485,55,,,,,,,,,,,,,,,,,,,0.5473593330098083,,,,,,,,,,,,,,,,,,,,,,,,,
,2954,9921.088020381,1778120352.179012,55,,,,,,,,,,,,,,,,,,3.5429984563961625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2955,9921.44223225,1778120352.5333278,55,0.3540744539932348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2956,9921.587207984,1778120352.6783173,55,,,,,,,,,,,,,,,,,,,0.49915548600256443,,,,,,,,,,,,,,,,,,,,,,,,,
,2957,9922.666588849,1778120353.75776,55,,,,,,,,,,,,,,,,,,3.6090059438720345e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2958,9923.015848544,1778120354.1067748,55,0.3486072689993307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2959,9923.166178342,1778120354.2572744,55,,,,,,,,,,,,,,,,,,,0.49936796999827493,,,,,,,,,,,,,,,,,,,,,,,,,
,2960,9924.241275746,1778120355.332132,55,,,,,,,,,,,,,,,,,,4.205998266115785e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2961,9924.585481959,1778120355.6765983,55,0.3442458200006513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2962,9924.740735182,1778120355.8319087,55,,,,,,,,,,,,,,,,,,,0.4996369720029179,,,,,,,,,,,,,,,,,,,,,,,,,
,2963,9925.818706486,1778120356.9096885,55,,,,,,,,,,,,,,,,,,3.812994691543281e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2964,9926.321364974,1778120357.4123726,55,0.502204365999205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2965,9926.365362788,1778120357.456449,55,,,,,,,,,,,,,,,,,,,0.5466001010063337,,,,,,,,,,,,,,,,,,,,,,,,,
,2966,9927.501320741,1778120358.5924327,55,,,,,,,,,,,,,,,,,,3.653010935522616e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2967,9927.885925909,1778120358.9770417,55,0.38417009499971755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2968,9928.044442626,1778120359.1354473,55,,,,,,,,,,,,,,,,,,,0.5428371009911643,,,,,,,,,,,,,,,,,,,,,,,,,
,2969,9929.181745275,1778120360.2728555,55,,,,,,,,,,,,,,,,,,4.32900560554117e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2970,9929.553198931,1778120360.644285,55,0.37096448500233237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2971,9929.727137546,1778120360.8181083,55,,,,,,,,,,,,,,,,,,,0.5450559529999737,,,,,,,,,,,,,,,,,,,,,,,,,
,2972,9930.869333697,1778120361.9602716,55,,,,,,,,,,,,,,,,,,4.0900049498304725e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2973,9931.228704079,1778120362.3199074,55,0.3589073390030535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2974,9931.368287989,1778120362.4594135,55,,,,,,,,,,,,,,,,,,,0.4989507330028573,,,,,,,,,,,,,,,,,,,,,,,,,
139.18898116900527,2975,10071.674416404,1778120502.7653508,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2976,10079.605183752,1778120510.6810777,55,7.8706503930006875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2977,10080.282426817,1778120511.3735552,55,,0.0,0.0,0.0,0.0,0.04375,0.0,0.01836332007749191,0.5080294460058212,0.0027386239106155057,0.0,0.024999999999999994,0.0625,0.0,0.013258434888813004,0.057291666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2978,10080.282797764,1778120511.3739293,55,,,,,,,,,,,,,,,,,0.5085265210072976,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2979,10080.288105378,1778120511.376037,55,,,,,,,,,,,,,,,,,,147.80244711399428,,,,,,,,,,,,,,,,,,,,,,,,,,
,2980,10080.659167669,1778120511.7501333,55,0.37382801999046933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2981,10080.831843826,1778120511.922684,55,,,,,,,,,,,,,,,,,,,0.5464456059999065,,,,,,,,,,,,,,,,,,,,,,,,,
,2982,10081.941773903,1778120513.0328526,55,,,,,,,,,,,,,,,,,,4.6100030886009336e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2983,10082.324338989,1778120513.4152896,55,0.3819991130003473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2984,10082.474005559,1778120513.56507,55,,,,,,,,,,,,,,,,,,,0.5320424130040919,,,,,,,,,,,,,,,,,,,,,,,,,
,2985,10083.582274129,1778120514.6730425,55,,,,,,,,,,,,,,,,,,4.582005203701556e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2986,10083.942121008,1778120515.0331092,55,0.3597851950034965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2987,10084.117743226,1778120515.2086358,55,,,,,,,,,,,,,,,,,,,0.5354335740121314,,,,,,,,,,,,,,,,,,,,,,,,,
,2988,10085.227892828,1778120516.3188484,55,,,,,,,,,,,,,,,,,,4.460001946426928e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2989,10085.567266509,1778120516.6581964,55,0.3386843619955471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2990,10085.7134402,1778120516.8043146,55,,,,,,,,,,,,,,,,,,,0.48527328101044986,,,,,,,,,,,,,,,,,,,,,,,,,
,2991,10086.757633157,1778120517.8487263,55,,,,,,,,,,,,,,,,,,4.732006345875561e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2992,10087.085682591,1778120518.1767633,55,0.3274794160097372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2993,10087.240921849,1778120518.3317747,55,,,,,,,,,,,,,,,,,,,0.48285954000311904,,,,,,,,,,,,,,,,,,,,,,,,,
,2994,10088.285335309,1778120519.3762372,55,,,,,,,,,,,,,,,,,,4.460991476662457e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2995,10088.70807467,1778120519.7989771,55,0.42230551099055447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2996,10088.855529791,1778120519.946364,55,,,,,,,,,,,,,,,,,,,0.569944849004969,,,,,,,,,,,,,,,,,,,,,,,,,
,2997,10089.964242294,1778120521.0553937,55,,,,,,,,,,,,,,,,,,4.770990926772356e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,2998,10090.326108561,1778120521.4170122,55,0.3611270599940326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2999,10090.499172499,1778120521.589979,55,,,,,,,,,,,,,,,,,,,0.5344192490010755,,,,,,,,,,,,,,,,,,,,,,,,,
,3000,10091.607269217,1778120522.698237,55,,,,,,,,,,,,,,,,,,4.9340014811605215e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3001,10091.967095339,1778120523.0580642,55,0.35935970199352596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3002,10092.135599826,1778120523.22654,55,,,,,,,,,,,,,,,,,,,0.5280692679953063,,,,,,,,,,,,,,,,,,,,,,,,,
,3003,10093.239011587,1778120524.330025,55,,,,,,,,,,,,,,,,,,4.286004696041346e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3004,10093.58194675,1778120524.673152,55,0.3427190119982697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3005,10093.723828976,1778120524.8148994,55,,,,,,,,,,,,,,,,,,,0.48470954899676144,,,,,,,,,,,,,,,,,,,,,,,,,
,3006,10094.765261934,1778120525.8561866,55,,,,,,,,,,,,,,,,,,3.991997800767422e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3007,10095.102426966,1778120526.1935358,55,0.33684579499822576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3008,10095.250134951,1778120526.3412507,55,,,,,,,,,,,,,,,,,,,0.4848885230021551,,,,,,,,,,,,,,,,,,,,,,,,,
,3009,10096.290534885,1778120527.3816354,55,,,,,,,,,,,,,,,,,,4.429995897226036e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3010,10096.675323388,1778120527.7661629,55,0.3840801199985435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3011,10096.826791417,1778120527.9177673,55,,,,,,,,,,,,,,,,,,,0.5359363039897289,,,,,,,,,,,,,,,,,,,,,,,,,
,3012,10097.936521798,1778120529.0275996,55,,,,,,,,,,,,,,,,,,4.481000360101461e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3013,10098.272880455,1778120529.36397,55,0.3359167000016896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3014,10098.42409688,1778120529.5151856,55,,,,,,,,,,,,,,,,,,,0.4873630710062571,,,,,,,,,,,,,,,,,,,,,,,,,
,3015,10099.470055877,1778120530.5611255,55,,,,,,,,,,,,,,,,,,4.244997398927808e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3016,10099.82335247,1778120530.9144878,55,0.35289551799360197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3017,10099.957369923,1778120531.0483189,55,,,,,,,,,,,,,,,,,,,0.48702695000974927,,,,,,,,,,,,,,,,,,,,,,,,,
,3018,10101.006514662,1778120532.097447,55,,,,,,,,,,,,,,,,,,3.76399839296937e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3019,10101.381243438,1778120532.4722059,55,0.3743582269962644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3020,10101.541640518,1778120532.6325247,55,,,,,,,,,,,,,,,,,,,0.534883232001448,,,,,,,,,,,,,,,,,,,,,,,,,
,3021,10102.648786552,1778120533.739891,55,,,,,,,,,,,,,,,,,,4.605986759997904e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3022,10103.073437371,1778120534.1644359,55,0.4239720350014977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3023,10103.209901895,1778120534.3009145,55,,,,,,,,,,,,,,,,,,,0.5608511919999728,,,,,,,,,,,,,,,,,,,,,,,,,
,3024,10104.252458401,1778120535.3434174,55,,,,,,,,,,,,,,,,,,4.285000613890588e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3025,10104.589590207,1778120535.6806562,55,0.33675989299081266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3026,10104.73534427,1778120535.8261693,55,,,,,,,,,,,,,,,,,,,0.4825375070067821,,,,,,,,,,,,,,,,,,,,,,,,,
142.38165613700403,3027,10248.199606831,1778120679.2905612,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3028,10256.34914736,1778120687.4301429,55,8.092940902992268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3029,10256.828281454,1778120687.9177759,55,,0.03155193732275774,0.0,0.0,0.0,0.1875,0.0,0.05508996023247573,0.3261028209963115,0.0014449828279964028,0.0,0.15000000000000002,0.1875,0.0,0.06364192309603296,0.17857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3030,10256.82983697,1778120687.921114,55,,,,,,,,,,,,,,,,,0.3295437869965099,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3031,10256.832138512,1778120687.9232018,55,,,,,,,,,,,,,,,,,,151.01707529000123,,,,,,,,,,,,,,,,,,,,,,,,,,
,3032,10257.213013913,1778120688.3042548,55,0.3807745830126805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3033,10257.388484681,1778120688.4794579,55,,,,,,,,,,,,,,,,,,,0.5560762390086893,,,,,,,,,,,,,,,,,,,,,,,,,
,3034,10258.527278129,1778120689.6183457,55,,,,,,,,,,,,,,,,,,4.228000761941075e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3035,10258.869506101,1778120689.9607236,55,0.34195918499608524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3036,10259.025615967,1778120690.1166518,55,,,,,,,,,,,,,,,,,,,0.49812591599766165,,,,,,,,,,,,,,,,,,,,,,,,,
,3037,10260.104450083,1778120691.1954813,55,,,,,,,,,,,,,,,,,,4.456000169739127e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3038,10260.470503148,1778120691.5617242,55,0.36577844400017057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3039,10260.65227535,1778120691.743322,55,,,,,,,,,,,,,,,,,,,0.5475801639986457,,,,,,,,,,,,,,,,,,,,,,,,,
,3040,10261.794189694,1778120692.8852623,55,,,,,,,,,,,,,,,,,,4.328001523390412e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3041,10262.179369236,1778120693.2705832,55,0.3844767990085529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3042,10262.340920708,1778120693.4320636,55,,,,,,,,,,,,,,,,,,,0.5466086170054041,,,,,,,,,,,,,,,,,,,,,,,,,
,3043,10263.481288245,1778120694.5722692,55,,,,,,,,,,,,,,,,,,4.4570042518898845e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3044,10263.847981209,1778120694.9391057,55,0.36627836199477315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3045,10264.027049154,1778120695.1179574,55,,,,,,,,,,,,,,,,,,,0.5454773870005738,,,,,,,,,,,,,,,,,,,,,,,,,
,3046,10265.166594096,1778120696.2576654,55,,,,,,,,,,,,,,,,,,4.168992745690048e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3047,10265.523229104,1778120696.6078837,55,0.3497770100075286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3048,10265.679675987,1778120696.7707486,55,,,,,,,,,,,,,,,,,,,0.5129321720014559,,,,,,,,,,,,,,,,,,,,,,,,,
,3049,10266.750518549,1778120697.8416948,55,,,,,,,,,,,,,,,,,,4.335000994615257e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3050,10267.098950564,1778120698.1901422,55,0.34794214500288945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3051,10267.249915712,1778120698.341007,55,,,,,,,,,,,,,,,,,,,0.4991501939948648,,,,,,,,,,,,,,,,,,,,,,,,,
,3052,10268.331047731,1778120699.4221025,55,,,,,,,,,,,,,,,,,,3.844004822894931e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3053,10268.75688775,1778120699.8479683,55,0.4253845360071864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3054,10268.911954115,1778120700.002848,55,,,,,,,,,,,,,,,,,,,0.5806043500051601,,,,,,,,,,,,,,,,,,,,,,,,,
,3055,10269.990241384,1778120701.0813062,55,,,,,,,,,,,,,,,,,,4.371991963125765e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3056,10270.331766025,1778120701.422869,55,0.3410775160009507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3057,10270.489361432,1778120701.5804362,55,,,,,,,,,,,,,,,,,,,0.49885903199901804,,,,,,,,,,,,,,,,,,,,,,,,,
,3058,10271.566892997,1778120702.6578667,55,,,,,,,,,,,,,,,,,,4.414992872625589e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3059,10271.962948272,1778120703.0540411,55,0.3957345090020681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3060,10272.114355929,1778120703.2054298,55,,,,,,,,,,,,,,,,,,,0.5473491219891002,,,,,,,,,,,,,,,,,,,,,,,,,
,3061,10273.254148772,1778120704.345121,55,,,,,,,,,,,,,,,,,,4.536006599664688e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3062,10273.639410906,1778120704.730575,55,0.3849511330045061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3063,10273.803691998,1778120704.894705,55,,,,,,,,,,,,,,,,,,,0.5493536839931039,,,,,,,,,,,,,,,,,,,,,,,,,
,3064,10274.945445788,1778120706.0364964,55,,,,,,,,,,,,,,,,,,4.518995410762727e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3065,10275.285246326,1778120706.3764515,55,0.33954664100019727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3066,10275.444522606,1778120706.535639,55,,,,,,,,,,,,,,,,,,,0.4989777290029451,,,,,,,,,,,,,,,,,,,,,,,,,
,3067,10276.521709654,1778120707.612892,55,,,,,,,,,,,,,,,,,,3.859997377730906e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3068,10276.911297117,1778120708.0025144,55,0.389255153000704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3069,10277.063362656,1778120708.1543717,55,,,,,,,,,,,,,,,,,,,0.5413268729898846,,,,,,,,,,,,,,,,,,,,,,,,,
,3070,10278.198961754,1778120709.2899587,55,,,,,,,,,,,,,,,,,,3.830005880445242e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3071,10278.580530134,1778120709.6716378,55,0.3812388939986704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3072,10278.746111371,1778120709.8371933,55,,,,,,,,,,,,,,,,,,,0.5470193959918106,,,,,,,,,,,,,,,,,,,,,,,,,
,3073,10279.886468966,1778120710.9776328,55,,,,,,,,,,,,,,,,,,3.982000635005534e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,3074,10280.223474827,1778120711.3147218,55,0.3366915579972556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
