profiling/Time taken: GRPOTrainer.transformers.generate,_step,_runtime,_timestamp,train/global_step,profiling/Time taken: GRPOTrainer._get_per_token_logps_and_entropies,reward/synthesizability,reward/boltz2_pose_conf,reward/non_finite_zeroed,reward/crashes_total,reward/structural_alerts,reward/spectrum_breadth,reward/predicted_mic,profiling/Time taken: GRPOTrainer.reward_callable,reward/embedding_novelty,reward/resistance_robustness,reward/hemolysis_safety,reward/validity,reward/pareto_entry,reward/drug_likeness_qed,reward/novelty,profiling/Time taken: GRPOTrainer._calculate_rewards,profiling/Time taken: GRPOTrainer._prepare_inputs,profiling/Time taken: GRPOTrainer.compute_loss,train/entropy,train/clip_ratio/region_mean,train/completions/mean_terminated_length,train/rewards/reward_callable/std,train/clip_ratio/high_max,train/step_time,train/reward,train/num_tokens,train/kl,train/completions/min_terminated_length,train/loss,train/grad_norm,train/completions/min_length,train/clip_ratio/low_min,train/learning_rate,train/clip_ratio/low_mean,train/completions/mean_length,train/epoch,train/rewards/reward_callable/mean,train/frac_reward_zero_std,train/completions/max_terminated_length,train/completions/clipped_ratio,train/clip_ratio/high_mean,train/reward_std,train/completions/max_length
,1582,5395.702593593,1778115826.7936575,30,,,,,,,,,,,,,,,,,,4.121990059502423e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1583,5396.084670863,1778115827.1758633,30,0.3817602259950945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1584,5396.237476323,1778115827.3284137,30,,,,,,,,,,,,,,,,,,,0.5345737079915125,,,,,,,,,,,,,,,,,,,,,,,,,
,1585,5397.35286945,1778115828.4439025,30,,,,,,,,,,,,,,,,,,4.321002052165568e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1586,5397.682298498,1778115828.7734857,30,0.32910622999770567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1587,5397.83712789,1778115828.928032,30,,,,,,,,,,,,,,,,,,,0.4839573979988927,,,,,,,,,,,,,,,,,,,,,,,,,
,1588,5398.884477501,1778115829.9753993,30,,,,,,,,,,,,,,,,,,3.6249984987080097e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1589,5399.229079372,1778115830.3202324,30,0.34446796600241214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1590,5399.370872724,1778115830.4619427,30,,,,,,,,,,,,,,,,,,,0.48637000800226815,,,,,,,,,,,,,,,,,,,,,,,,,
,1591,5400.419486465,1778115831.5107338,30,,,,,,,,,,,,,,,,,,3.97900294046849e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1592,5400.759643695,1778115831.8507607,30,0.33970547500939574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1593,5400.909278343,1778115832.000282,30,,,,,,,,,,,,,,,,,,,0.48940163999213837,,,,,,,,,,,,,,,,,,,,,,,,,
,1594,5401.963885713,1778115833.0549526,30,,,,,,,,,,,,,,,,,,4.3000036384910345e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1595,5402.347534878,1778115833.4386573,30,0.3832641859917203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1596,5402.499173579,1778115833.5901864,30,,,,,,,,,,,,,,,,,,,0.5350669040053617,,,,,,,,,,,,,,,,,,,,,,,,,
,1597,5403.614663573,1778115834.7058663,30,,,,,,,,,,,,,,,,,,4.065994289703667e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1598,5403.980340666,1778115835.0713127,30,0.365083525000955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1599,5404.149299997,1778115835.2404642,30,,,,,,,,,,,,,,,,,,,0.5344350569939706,,,,,,,,,,,,,,,,,,,,,,,,,
,1600,5405.264349233,1778115836.3553421,30,,,,,,,,,,,,,,,,,,4.0669983718544245e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1601,5405.610160847,1778115836.7012415,30,0.3454597480013035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1602,5405.751798791,1778115836.842806,30,,,,,,,,,,,,,,,,,,,0.487294942009612,,,,,,,,,,,,,,,,,,,,,,,,,
,1603,5406.806584776,1778115837.8976896,30,,,,,,,,,,,,,,,,,,4.12299414165318e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1604,5407.164905368,1778115838.255835,30,0.35760688499431126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1605,5407.337766693,1778115838.428852,30,,,,,,,,,,,,,,,,,,,0.5309659109916538,,,,,,,,,,,,,,,,,,,,,,,,,
,1606,5408.446694402,1778115839.5377753,30,,,,,,,,,,,,,,,,,,3.698994987644255e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1607,5408.860937144,1778115839.9518955,30,0.41357867399347015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1608,5409.019748721,1778115840.1107252,30,,,,,,,,,,,,,,,,,,,0.5727156840002863,,,,,,,,,,,,,,,,,,,,,,,,,
,1609,5410.129743155,1778115841.2208173,30,,,,,,,,,,,,,,,,,,4.4140033423900604e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1610,5410.509595274,1778115841.600579,30,0.3792001340043498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1611,5410.661471304,1778115841.7524796,30,,,,,,,,,,,,,,,,,,,0.5314304589992389,,,,,,,,,,,,,,,,,,,,,,,,,
,1612,5411.772437517,1778115842.863421,30,,,,,,,,,,,,,,,,,,4.549990990199149e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1613,5412.129809589,1778115843.2210352,30,0.3571360560017638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1614,5412.303433061,1778115843.3943117,30,,,,,,,,,,,,,,,,,,,0.5307363699976122,,,,,,,,,,,,,,,,,,,,,,,,,
,1615,5413.365373828,1778115844.456436,30,,,,,,,,,,,,,,,,,,4.057990736328065e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1616,5413.737368027,1778115844.8285656,30,0.37163060798775405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1617,5413.899734038,1778115844.9907224,30,,,,,,,,,,,,,,,,,,,0.5340684660041006,,,,,,,,,,,,,,,,,,,,,,,,,
140.99810838801204,1618,5556.05481535,1778115987.1459053,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1619,5564.195655582,1778115995.271499,30,8.08092204699642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1620,5564.718621051,1778115995.8098724,30,,0.010517312440919246,0.0,0.0,0.0,0.0625,0.0,0.01836332007749191,0.3682973170070909,0.00048166216855644674,0.0,0.05,0.0625,0.0,0.02121397436534432,0.05952380952380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1621,5564.718885002,1778115995.8102207,30,,,,,,,,,,,,,,,,,0.3687627219915157,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1622,5564.723453851,1778115995.8146715,30,,,,,,,,,,,,,,,,,,149.66961157799233,,,,,,,,,,,,,,,,,,,,,,,,,,
,1623,5565.09733958,1778115996.1874475,30,0.3718068400048651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1624,5565.271912286,1778115996.3630638,30,,,,,,,,,,,,,,,,,,,0.5482280069991248,,,,,,,,,,,,,,,,,,,,,,,,,
,1625,5566.406540848,1778115997.4976206,30,,,,,,,,,,,,,,,,,,5.070993211120367e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1626,5566.764995963,1778115997.8562422,30,0.35823570399952587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1627,5566.904377526,1778115997.99565,30,,,,,,,,,,,,,,,,,,,0.49786447500810027,,,,,,,,,,,,,,,,,,,,,,,,,
,1628,5567.975960974,1778115999.06712,30,,,,,,,,,,,,,,,,,,4.129993612878025e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1629,5568.327746917,1778115999.419036,30,0.35154663400317077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1630,5568.475867566,1778115999.5670712,30,,,,,,,,,,,,,,,,,,,0.49974995899538044,,,,,,,,,,,,,,,,,,,,,,,,,
,1631,5569.552380614,1778116000.6434362,30,,,,,,,,,,,,,,,,,,4.371002432890236e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1632,5569.891356571,1778116000.9826353,30,0.33883908099960536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1633,5570.047263688,1778116001.138233,30,,,,,,,,,,,,,,,,,,,0.4946105299895862,,,,,,,,,,,,,,,,,,,,,,,,,
,1634,5571.118292764,1778116002.2093573,30,,,,,,,,,,,,,,,,,,4.43200406152755e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1635,5571.47435459,1778116002.5656278,30,0.35598226900037844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1636,5571.61282324,1778116002.703787,30,,,,,,,,,,,,,,,,,,,0.4942707999871345,,,,,,,,,,,,,,,,,,,,,,,,,
,1637,5572.687155768,1778116003.7783282,30,,,,,,,,,,,,,,,,,,4.583009285852313e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1638,5573.206188833,1778116004.2973642,30,0.518603346994496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1639,5573.372226241,1778116004.4632096,30,,,,,,,,,,,,,,,,,,,0.6847131200047443,,,,,,,,,,,,,,,,,,,,,,,,,
,1640,5574.509867599,1778116005.600918,30,,,,,,,,,,,,,,,,,,4.229994374327362e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1641,5574.898669875,1778116005.989801,30,0.388587309003924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1642,5575.057417033,1778116006.1484537,30,,,,,,,,,,,,,,,,,,,0.5473507110000355,,,,,,,,,,,,,,,,,,,,,,,,,
,1643,5576.197703828,1778116007.2887414,30,,,,,,,,,,,,,,,,,,4.6330096665769815e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1644,5576.536562253,1778116007.6277838,30,0.33856498201203067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1645,5576.697289572,1778116007.7883291,30,,,,,,,,,,,,,,,,,,,0.49928097998781595,,,,,,,,,,,,,,,,,,,,,,,,,
,1646,5577.772623404,1778116008.863713,30,,,,,,,,,,,,,,,,,,4.2750034481287e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1647,5578.127089411,1778116009.2183387,30,0.3541710050049005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1648,5578.272057097,1778116009.3630435,30,,,,,,,,,,,,,,,,,,,0.49919177500123624,,,,,,,,,,,,,,,,,,,,,,,,,
,1649,5579.348545103,1778116010.4396217,30,,,,,,,,,,,,,,,,,,4.336005076766014e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1650,5579.719343254,1778116010.8106027,30,0.3705549529986456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1651,5579.890882076,1778116010.9821067,30,,,,,,,,,,,,,,,,,,,0.5423230599990347,,,,,,,,,,,,,,,,,,,,,,,,,
,1652,5581.022082282,1778116012.1130867,30,,,,,,,,,,,,,,,,,,4.47299680672586e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1653,5581.376712282,1778116012.4678333,30,0.35428039300313685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1654,5581.521936816,1778116012.6129391,30,,,,,,,,,,,,,,,,,,,0.4996295099990675,,,,,,,,,,,,,,,,,,,,,,,,,
,1655,5582.597941276,1778116013.68907,30,,,,,,,,,,,,,,,,,,3.9199949242174625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1656,5582.965925792,1778116014.0570166,30,0.36752849200274795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1657,5583.145553886,1778116014.236604,30,,,,,,,,,,,,,,,,,,,0.5473173360078363,,,,,,,,,,,,,,,,,,,,,,,,,
,1658,5584.285177017,1778116015.3762279,30,,,,,,,,,,,,,,,,,,4.255009116604924e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1659,5584.668736664,1778116015.7598777,30,0.38314336200710386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1660,5584.832604673,1778116015.923597,30,,,,,,,,,,,,,,,,,,,0.5471500340063358,,,,,,,,,,,,,,,,,,,,,,,,,
,1661,5585.969957558,1778116017.0609548,30,,,,,,,,,,,,,,,,,,4.224988515488803e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1662,5586.455751585,1778116017.5467517,30,0.4855602000025101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1663,5586.499758472,1778116017.5908322,30,,,,,,,,,,,,,,,,,,,0.5297221740038367,,,,,,,,,,,,,,,,,,,,,,,,,
,1664,5587.576079535,1778116018.6671934,30,,,,,,,,,,,,,,,,,,4.35599940828979e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1665,5587.959456513,1778116019.0505724,30,0.38276616799703334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1666,5588.124113475,1778116019.2152097,30,,,,,,,,,,,,,,,,,,,0.5478417990088928,,,,,,,,,,,,,,,,,,,,,,,,,
,1667,5589.270886603,1778116020.3617282,30,,,,,,,,,,,,,,,,,,7.1029935497790575e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1668,5589.663589663,1778116020.754658,30,0.3921920510038035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1669,5589.81977869,1778116020.9107869,30,,,,,,,,,,,,,,,,,,,0.5486910220060963,,,,,,,,,,,,,,,,,,,,,,,,,
139.31698368600337,1670,5730.312792353,1778116161.403951,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1671,5738.188114954,1778116169.2742274,30,7.825897536997218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1672,5738.617093919,1778116169.708141,30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2530388510058401,0.0007514788574099116,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1673,5738.617707666,1778116169.7085261,30,,,,,,,,,,,,,,,,,0.25352475699037313,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1674,5738.619425667,1778116169.7104719,30,,,,,,,,,,,,,,,,,,147.6258172779926,,,,,,,,,,,,,,,,,,,,,,,,,,
,1675,5738.977883541,1778116170.0688713,30,0.35809023400361184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1676,5739.150309302,1778116170.2414925,30,,,,,,,,,,,,,,,,,,,0.5308113600040087,,,,,,,,,,,,,,,,,,,,,,,,,
,1677,5740.244754433,1778116171.335868,30,,,,,,,,,,,,,,,,,,4.426998202688992e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1678,5740.62345535,1778116171.71457,30,0.3782620269921608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1679,5740.770925569,1778116171.8620365,30,,,,,,,,,,,,,,,,,,,0.5259787969989702,,,,,,,,,,,,,,,,,,,,,,,,,
,1680,5741.8121628,1778116172.903165,30,,,,,,,,,,,,,,,,,,4.182002157904208e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1681,5742.147148556,1778116173.2383978,30,0.3350019219942624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1682,5742.298988404,1778116173.3900027,30,,,,,,,,,,,,,,,,,,,0.48667445800674614,,,,,,,,,,,,,,,,,,,,,,,,,
,1683,5743.34123698,1778116174.4323778,30,,,,,,,,,,,,,,,,,,4.397006705403328e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1684,5743.721494409,1778116174.8127058,30,0.379843331000302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1685,5743.869329086,1778116174.9602964,30,,,,,,,,,,,,,,,,,,,0.5277281799935736,,,,,,,,,,,,,,,,,,,,,,,,,
,1686,5744.962397326,1778116176.0534823,30,,,,,,,,,,,,,,,,,,3.663997631520033e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1687,5745.319347605,1778116176.4105916,30,0.3566864790045656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1688,5745.492591098,1778116176.5836363,30,,,,,,,,,,,,,,,,,,,0.5299239570013015,,,,,,,,,,,,,,,,,,,,,,,,,
,1689,5746.588179773,1778116177.6789293,30,,,,,,,,,,,,,,,,,,3.965003998018801e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1690,5746.95982152,1778116178.0510771,30,0.37179817199648824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1691,5747.119339834,1778116178.2105596,30,,,,,,,,,,,,,,,,,,,0.5314178990083747,,,,,,,,,,,,,,,,,,,,,,,,,
,1692,5748.219901224,1778116179.3109868,30,,,,,,,,,,,,,,,,,,4.428002284839749e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1693,5748.673382007,1778116179.7644873,30,0.4530610299989348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1694,5748.740446657,1778116179.831526,30,,,,,,,,,,,,,,,,,,,0.5203729380009463,,,,,,,,,,,,,,,,,,,,,,,,,
,1695,5749.782017176,1778116180.8731515,30,,,,,,,,,,,,,,,,,,4.3570034904405475e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1696,5750.141710646,1778116181.2327883,30,0.3592216620018007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1697,5750.309249407,1778116181.4003735,30,,,,,,,,,,,,,,,,,,,0.5270447069924558,,,,,,,,,,,,,,,,,,,,,,,,,
,1698,5751.403191877,1778116182.4942393,30,,,,,,,,,,,,,,,,,,4.386005457490683e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1699,5751.74533296,1778116182.8362527,30,0.3415560470020864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1700,5751.886255801,1778116182.9773164,30,,,,,,,,,,,,,,,,,,,0.48288031200354453,,,,,,,,,,,,,,,,,,,,,,,,,
,1701,5752.920659867,1778116184.0117402,30,,,,,,,,,,,,,,,,,,4.617002559825778e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1702,5753.280982502,1778116184.372027,30,0.35979286300425883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1703,5753.448099632,1778116184.5391667,30,,,,,,,,,,,,,,,,,,,0.5272758439969039,,,,,,,,,,,,,,,,,,,,,,,,,
,1704,5754.541042469,1778116185.6321235,30,,,,,,,,,,,,,,,,,,3.9800070226192474e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1705,5754.886581794,1778116185.9778087,30,0.34519111600820906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1706,5755.027520152,1778116186.1185682,30,,,,,,,,,,,,,,,,,,,0.4863021640048828,,,,,,,,,,,,,,,,,,,,,,,,,
,1707,5756.071311061,1778116187.1623728,30,,,,,,,,,,,,,,,,,,4.535002517513931e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1708,5756.403504209,1778116187.4946308,30,0.33173136599361897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1709,5756.552667282,1778116187.643733,30,,,,,,,,,,,,,,,,,,,0.4810962930059759,,,,,,,,,,,,,,,,,,,,,,,,,
,1710,5757.590255517,1778116188.6812546,30,,,,,,,,,,,,,,,,,,3.968001692555845e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1711,5757.942539671,1778116189.0336595,30,0.3519749800034333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1712,5758.076587215,1778116189.1676536,30,,,,,,,,,,,,,,,,,,,0.4861857840005541,,,,,,,,,,,,,,,,,,,,,,,,,
,1713,5759.118645601,1778116190.2098322,30,,,,,,,,,,,,,,,,,,3.7130084820091724e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1714,5759.488442359,1778116190.5796585,30,0.3694401040120283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1715,5759.6474119,1778116190.738374,30,,,,,,,,,,,,,,,,,,,0.5283884840027895,,,,,,,,,,,,,,,,,,,,,,,,,
,1716,5760.74132282,1778116191.8324666,30,,,,,,,,,,,,,,,,,,4.204994183965027e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1717,5761.086792785,1778116192.177933,30,0.3450659439986339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1718,5761.222762433,1778116192.3135443,30,,,,,,,,,,,,,,,,,,,0.48084649800148327,,,,,,,,,,,,,,,,,,,,,,,,,
,1719,5762.259600121,1778116193.3507614,30,,,,,,,,,,,,,,,,,,3.8890138966962695e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1720,5762.717956648,1778116193.8090503,30,0.4578612260083901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1721,5762.778061986,1778116193.86914,30,,,,,,,,,,,,,,,,,,,0.5181970240082592,,,,,,,,,,,,,,,,,,,,,,,,,
142.49539598698902,1722,5906.346270709,1778116337.4374363,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1723,5914.4954192,1778116345.5714617,30,8.089050716007478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1724,5914.891732922,1778116345.9829116,30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24187048900057562,0.0011128150357841223,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1725,5914.892178888,1778116345.98347,30,,,,,,,,,,,,,,,,,0.2425705559871858,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1726,5914.894818076,1778116345.9858181,30,,,,,,,,,,,,,,,,,,151.04614916699938,,,,,,,,,,,,,,,,,,,,,,,,,,
,1727,5915.257163691,1778116346.3476098,30,0.3614824380056234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1728,5915.41262225,1778116346.5037284,30,,,,,,,,,,,,,,,,,,,0.5177041419956367,,,,,,,,,,,,,,,,,,,,,,,,,
,1729,5916.482867012,1778116347.573912,30,,,,,,,,,,,,,,,,,,4.368994268588722e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1730,5916.824749759,1778116347.915997,30,0.3415938139951322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1731,5916.98182136,1778116348.0727422,30,,,,,,,,,,,,,,,,,,,0.49864194200199563,,,,,,,,,,,,,,,,,,,,,,,,,
,1732,5918.05827033,1778116349.149362,30,,,,,,,,,,,,,,,,,,3.984008799307048e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1733,5918.446973513,1778116349.5382318,30,0.38849120899976697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1734,5918.598530187,1778116349.6896803,30,,,,,,,,,,,,,,,,,,,0.5400644640030805,,,,,,,,,,,,,,,,,,,,,,,,,
,1735,5919.73069169,1778116350.8217962,30,,,,,,,,,,,,,,,,,,4.478002665564418e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1736,5920.098701265,1778116351.1899605,30,0.3676794580096612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1737,5920.278560344,1778116351.3695328,30,,,,,,,,,,,,,,,,,,,0.547504876012681,,,,,,,,,,,,,,,,,,,,,,,,,
,1738,5921.415886416,1778116352.507007,30,,,,,,,,,,,,,,,,,,3.9800070226192474e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1739,5921.76487815,1778116352.855984,30,0.3484993080055574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1740,5921.914975766,1778116353.0060112,30,,,,,,,,,,,,,,,,,,,0.4987927689944627,,,,,,,,,,,,,,,,,,,,,,,,,
,1741,5922.988638751,1778116354.0797074,30,,,,,,,,,,,,,,,,,,4.0539889596402645e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1742,5923.326980349,1778116354.418227,30,0.33817283299867995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1743,5923.487370821,1778116354.5786338,30,,,,,,,,,,,,,,,,,,,0.49876953300554305,,,,,,,,,,,,,,,,,,,,,,,,,
,1744,5924.560726163,1778116355.6517587,30,,,,,,,,,,,,,,,,,,3.885012120008469e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1745,5924.944723467,1778116356.0359778,30,0.38383589799923357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1746,5925.103015854,1778116356.1938295,30,,,,,,,,,,,,,,,,,,,0.5418984179996187,,,,,,,,,,,,,,,,,,,,,,,,,
,1747,5926.236430446,1778116357.3274336,30,,,,,,,,,,,,,,,,,,4.344998160377145e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1748,5926.634378357,1778116357.7256243,30,0.3977161610091571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1749,5926.783828843,1778116357.874933,30,,,,,,,,,,,,,,,,,,,0.5473000850033714,,,,,,,,,,,,,,,,,,,,,,,,,
,1750,5927.924433617,1778116359.01537,30,,,,,,,,,,,,,,,,,,6.1250029830262065e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1751,5928.427738982,1778116359.5189135,30,0.5030298499914352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1752,5928.522664376,1778116359.613726,30,,,,,,,,,,,,,,,,,,,0.5981527069961885,,,,,,,,,,,,,,,,,,,,,,,,,
,1753,5929.65838203,1778116360.749539,30,,,,,,,,,,,,,,,,,,4.54900145996362e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1754,5930.013560258,1778116361.1048057,30,0.35490529000526294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1755,5930.158462783,1778116361.2494621,30,,,,,,,,,,,,,,,,,,,0.49975034600356594,,,,,,,,,,,,,,,,,,,,,,,,,
,1756,5931.235596391,1778116362.3265738,30,,,,,,,,,,,,,,,,,,4.704997991211712e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,1757,5931.579999468,1778116362.6710837,30,0.3440215169976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1758,5931.735309586,1778116362.8262208,30,,,,,,,,,,,,,,,,,,,0.49942852300591767,,,,,,,,,,,,,,,,,,,,,,,,,
,1759,5932.811058639,1778116363.9020717,30,,,,,,,,,,,,,,,,,,4.0669983718544245e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
